Title,Link,Job Type,Campany,Location
Accounts Payable (Temp),https://wuzzuf.net/jobs/p/g/sYrOfyK2FgSb-Accounts-Payable-Temp-Nathan-Nathan-Dubai-United-Arab-Emirates,Full Time,Nathan & Nathan -,"Dubai, United Arab Emirates "
Accountant (Debtors/Creditors & Affiliated Companies),https://wuzzuf.net/jobs/p/g/kzCY9kaZZYY8-Accountant-DebtorsCreditors-Affiliated-Companies-Grifols-Egypt-for-Plasma-Derivatives-GEPD-Cairo-Egypt,Full Time,Grifols Egypt for Plasma Derivatives (GEPD) -,"Cairo, Egypt "
Accounting Manager - UAE Experience,https://wuzzuf.net/jobs/p/g/CCDCt0M7dCZx-Accounting-Manager---UAE-Experience-UPGRADE-Cairo-Egypt,Full Time,UPGRADE -,"Cairo, Egypt "
Head of Internal Support (SCM),https://wuzzuf.net/jobs/p/g/r4Jy35OMJAVA-Head-of-Internal-Support-SCM-HALCON-Dubai-United-Arab-Emirates,Full Time,HALCON -,"Dubai, United Arab Emirates "
Audit & Assurance | IT Specialist | Senior,https://wuzzuf.net/jobs/p/g/vQu6Zr8f3nb3-Audit-Assurance-IT-Specialist-Senior-Deloitte-Riyadh-Saudi-Arabia,Full Time,Deloitte -,"Riyadh, Saudi Arabia "
Audit & Assurance | IT Specialist - Experienced Associate,https://wuzzuf.net/jobs/p/g/yqlDwlSQwJac-Audit-Assurance-IT-Specialist---Experienced-Associate-Deloitte-Riyadh-Saudi-Arabia,Full Time,Deloitte -,"Riyadh, Saudi Arabia "
Payroll & Benefits Lead Specialist,https://wuzzuf.net/jobs/p/g/ifeqJEP50AdC-Payroll-Benefits-Lead-Specialist-Zakat-Tax-and-Customs-Authority-Riyadh-Saudi-Arabia,Full Time,"Zakat, Tax and Customs Authority -","Riyadh, Saudi Arabia "
Revenue Assurance Specialist,https://wuzzuf.net/jobs/p/g/Uv2zanRModUZ-Revenue-Assurance-Specialist-Zakat-Tax-and-Customs-Authority-Riyadh-Saudi-Arabia,Full Time,"Zakat, Tax and Customs Authority -","Riyadh, Saudi Arabia "
Financial Costing Specialist,https://wuzzuf.net/jobs/p/g/mSRfgQ4ujY0n-Financial-Costing-Specialist-TEJOURY-تجـوري-Riyadh-Saudi-Arabia,Full Time,TEJOURY تجـوري -,"Riyadh, Saudi Arabia "
Financial Controlling & Reporting GM,https://wuzzuf.net/jobs/p/g/tVkXJTPbVBH1-Financial-Controlling-Reporting-GM-Splonline-Riyadh-Saudi-Arabia,Full Time,Splonline -,"Riyadh, Saudi Arabia "
Intern - IT Support,https://wuzzuf.net/jobs/p/g/vw7GJMalEGJG-Intern---IT-Support-Arabius-Riyadh-Saudi-Arabia,Full Time,Arabius -,"Riyadh, Saudi Arabia "
Mid-level Product Owner,https://wuzzuf.net/jobs/p/g/JbGLnaN87aSt-Mid-level-Product-Owner-Rekrut-by-Talent-360-Cairo-Egypt,Full Time,Rekrut by Talent 360 -,"Cairo, Egypt "
Senior Laboratory Technologist - Clinical Genomics,https://wuzzuf.net/jobs/p/g/01EA8YZR2fME-Senior-Laboratory-Technologist---Clinical-Genomics-G42-Dubai-United-Arab-Emirates,Full Time,G42 -,"Dubai, United Arab Emirates "
Senior Cost Accountant (Sinamix),https://wuzzuf.net/jobs/p/g/oUZYdYFVrU2o-Senior-Cost-Accountant-Sinamix-CVEEEZ-Cairo-Egypt,Full Time,CVEEEZ -,"Cairo, Egypt "
Technical Product Owner,https://wuzzuf.net/jobs/p/g/nMiSxicvCHz4-Technical-Product-Owner-Ericsson-Cairo-Egypt,Full Time,Ericsson -,"Cairo, Egypt "
Finance Business Partner _VOIS,https://wuzzuf.net/jobs/p/g/1JZbq1fDfQeF-Finance-Business-Partner-VOIS-VOIS-Cairo-Egypt,Full Time,_VOIS -,"Cairo, Egypt "
Financial Consultant,https://wuzzuf.net/jobs/p/g/WKwI0sjke5CC-Financial-Consultant-TRI-Hospitality-Consulting-Dubai-United-Arab-Emirates,Full Time,TRI Hospitality Consulting -,"Dubai, United Arab Emirates "
Digital Plant Solution Architect,https://wuzzuf.net/jobs/p/g/0sYPlhZSKu4i-Digital-Plant-Solution-Architect-aramco-Dhahran-Saudi-Arabia,Full Time,aramco -,"Dhahran, Saudi Arabia "
Day Auditor,https://wuzzuf.net/jobs/p/g/AfM4hADoWekX-Day-Auditor-Accor-Dubai-United-Arab-Emirates,Full Time,Accor -,"Dubai, United Arab Emirates "
Junior Business Controller,https://wuzzuf.net/jobs/p/g/vtd2MInV5LPy-Junior-Business-Controller-Nestlé-Nespresso-SA-Dubai-United-Arab-Emirates,Full Time,Nestlé Nespresso SA -,"Dubai, United Arab Emirates "
SAP Financial Systems Content & General Accounting Support Lead,https://wuzzuf.net/jobs/p/g/n6u4FTQl8bhd-SAP-Financial-Systems-Content-General-Accounting-Support-Lead-Envision-Employment-Solutions-Cairo-Egypt,Full Time,Envision Employment Solutions -,"Cairo, Egypt "
Officer - Client Happiness,https://wuzzuf.net/jobs/p/g/bKEglcMwpXRH-Officer---Client-Happiness-DMCC-Dubai-Multi-Commodities-Centre-Dubai-United-Arab-Emirates,Full Time,DMCC (Dubai Multi Commodities Centre) -,"Dubai, United Arab Emirates "
Financial Controller,https://wuzzuf.net/jobs/p/g/SxIzkYCk4o9C-Financial-Controller-Olayan-Saudi-Holding-Company-Riyadh-Saudi-Arabia,Full Time,Olayan Saudi Holding Company -,"Riyadh, Saudi Arabia "
IS/IT Specialist- Nespresso UAE,https://wuzzuf.net/jobs/p/g/NrB8vKS2rQR4-ISIT-Specialist--Nespresso-UAE-Nestlé-Nespresso-SA-Dubai-United-Arab-Emirates,Full Time,Nestlé Nespresso SA -,"Dubai, United Arab Emirates "
Internal Auditor,https://wuzzuf.net/jobs/p/g/XOj7Wtlcf28N-Internal-Auditor-Nathan-Nathan-Dubai-United-Arab-Emirates,Full Time,Nathan & Nathan -,"Dubai, United Arab Emirates "
"Analytics Coordinator, HCV",https://wuzzuf.net/jobs/p/g/Gy0sC0fIc84Y-Analytics-Coordinator-HCV-Uber-Cairo-Egypt,Full Time,Uber -,"Cairo, Egypt "
Product Analyst - Fintech,https://wuzzuf.net/jobs/p/g/TPAWRXOPe36C-Product-Analyst---Fintech-M-KOPA-Cairo-Egypt,Full Time,M-KOPA -,"Cairo, Egypt "
Fraud Analyst,https://wuzzuf.net/jobs/p/g/hkr1FyCXmQYl-Fraud-Analyst-SupportFinity™-Cairo-Egypt,Full Time,SupportFinity™ -,"Cairo, Egypt "
Senior Advertising and Internal Research Specialist,https://wuzzuf.net/jobs/p/g/rqnRS1Y0g9J1-Senior-Advertising-and-Internal-Research-Specialist-Barns-Makkah-Saudi-Arabia,Full Time,Barns -,"Makkah, Saudi Arabia "
Technical Administrator,https://wuzzuf.net/jobs/p/g/iH1WpvvDpMRS-Technical-Administrator-Element-Materials-Technology-Dubai-United-Arab-Emirates,Full Time,Element Materials Technology -,"Dubai, United Arab Emirates "
Chief Accountant (INOI META),https://wuzzuf.net/jobs/p/g/GpVRr1y2Z9yM-Chief-Accountant-INOI-META-inoi-Dubai-United-Arab-Emirates,Full Time,inoi -,"Dubai, United Arab Emirates "
Financial Regulatory Lawyer,https://wuzzuf.net/jobs/p/g/QttI5k64d35X-Financial-Regulatory-Lawyer-IDEX-Consulting-Ltd-Riyadh-Saudi-Arabia,Full Time,IDEX Consulting Ltd -,"Riyadh, Saudi Arabia "
"Portfolio Manager, MENA",https://wuzzuf.net/jobs/p/g/ZaTAHwHQAHuf-Portfolio-Manager-MENA-500-Global-Cairo-Egypt,Full Time,500 Global -,"Cairo, Egypt "
Senior Accountant/Finance Manager,https://wuzzuf.net/jobs/p/g/Hr9Q6iHo7AMT-Senior-AccountantFinance-Manager-Vidnik-Dubai-United-Arab-Emirates,Full Time,Vidnik -,"Dubai, United Arab Emirates "
Risk & Compliance Manager,https://wuzzuf.net/jobs/p/g/NTpgoT2SbIXb-Risk-Compliance-Manager-Lifera-Riyadh-Saudi-Arabia,Full Time,Lifera -,"Riyadh, Saudi Arabia "
"Solution Consultant, Doha",https://wuzzuf.net/jobs/p/g/GpMkzJRdbSEO-Solution-Consultant-Doha-Denodo-Riyadh-Saudi-Arabia,Full Time,Denodo -,"Riyadh, Saudi Arabia "
Accounts & Finance Executive,https://wuzzuf.net/jobs/p/g/qSjRE0qKJRaX-Accounts-Finance-Executive-Kingsmen-Agency-Dubai-United-Arab-Emirates,Full Time,Kingsmen Agency -,"Dubai, United Arab Emirates "
Cashier,https://wuzzuf.net/jobs/p/g/iLYv0AaPiEGP-Cashier-Archirodon-group-Riyadh-Saudi-Arabia,Full Time,Archirodon group -,"Riyadh, Saudi Arabia "
Medical Science Liaison Rare Diseases - Jeddah,https://wuzzuf.net/jobs/p/g/mzSyeL4LL7Wi-Medical-Science-Liaison-Rare-Diseases---Jeddah-CSL-Dubai-United-Arab-Emirates,Full Time,CSL -,"Dubai, United Arab Emirates "
Officer - Navigation,https://wuzzuf.net/jobs/p/g/fOgqb0zPv9PL-Officer---Navigation-flydubai-Dubai-United-Arab-Emirates,Full Time,flydubai -,"Dubai, United Arab Emirates "
Senior Accounts Payable & General Ledger Accountant,https://wuzzuf.net/jobs/p/g/6n2ACrKsk0te-Senior-Accounts-Payable-General-Ledger-Accountant-Rashideen-Egypt-for-Trade-Company-Cairo-Egypt,Full Time,Rashideen Egypt for Trade Company -,"Cairo, Egypt "
Business Analyst - Automotive,https://wuzzuf.net/jobs/p/g/AwlP9SMmMyWU-Business-Analyst---Automotive-Atribs-Metscon-Dubai-United-Arab-Emirates,Full Time,Atribs Metscon -,"Dubai, United Arab Emirates "
Accountant,https://wuzzuf.net/jobs/p/g/XnEfm7gZiDzI-Accountant-Archirodon-group-Riyadh-Saudi-Arabia,Full Time,Archirodon group -,"Riyadh, Saudi Arabia "
Senior Financial Analyst BEA,https://wuzzuf.net/jobs/p/g/LnspeITsCwLx-Senior-Financial-Analyst-BEA-Mondelez-International-Alexandria-Egypt,Full Time,Mondelez International -,"Alexandria, Egypt "
Financial Controller.,https://wuzzuf.net/jobs/p/g/NSDsUt7kEbWv-Financial-Controller-aalawa-com-Dubai-United-Arab-Emirates,Full Time,aalawa.com -,"Dubai, United Arab Emirates "
Financial Planning Analyst,https://wuzzuf.net/jobs/p/g/vE5iS3T3mK4T-Financial-Planning-Analyst-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Chief Technology Officer,https://wuzzuf.net/jobs/p/g/FydxjRQGrvdb-Chief-Technology-Officer-SupportFinity™-Cairo-Egypt,Full Time,SupportFinity™ -,"Cairo, Egypt "
Manager Streamlining and Simplification,https://wuzzuf.net/jobs/p/g/YGXyWdhQ4FdN-Manager-Streamlining-and-Simplification-HSBC-Cairo-Egypt,Full Time,HSBC -,"Cairo, Egypt "
SAP Business Process Management Analyst,https://wuzzuf.net/jobs/p/g/5WZKjw4sTtIt-SAP-Business-Process-Management-Analyst-North-Oil-Company-Qatar-Doha-Qatar,Full Time,North Oil Company Qatar -,"Doha, Qatar "
CRM Analyst,https://wuzzuf.net/jobs/p/g/ltrMRdznb6B9-CRM-Analyst-Acquisit-Dubai-United-Arab-Emirates,Full Time,Acquisit -,"Dubai, United Arab Emirates "
Product Analyst - Riyadh,https://wuzzuf.net/jobs/p/g/m8fkhvcOMP1f-Product-Analyst---Riyadh-HungerStation-هنقرستيشن-Riyadh-Saudi-Arabia,Freelance / Project,HungerStation | هنقرستيشن -,"Riyadh, Saudi Arabia "
Business Analyst,https://wuzzuf.net/jobs/p/g/7Y4xkZYFBjwW-Business-Analyst-BitOasis-Dubai-United-Arab-Emirates,Full Time,BitOasis -,"Dubai, United Arab Emirates "
Account Manager,https://wuzzuf.net/jobs/p/g/kuqs6acC8aJl-Account-Manager-InMobi-Dubai-United-Arab-Emirates,Full Time,InMobi -,"Dubai, United Arab Emirates "
"Professional Development Manager, Resources - 4398",https://wuzzuf.net/jobs/p/g/Zbl8thSP8HLe-Professional-Development-Manager-Resources---4398-Cambridge-University-Press-Assessment-Dubai-United-Arab-Emirates,Full Time,Cambridge University Press & Assessment -,"Dubai, United Arab Emirates "
"Manager, Instrumentation",https://wuzzuf.net/jobs/p/g/87yR42Rp7Rwv-Manager-Instrumentation-Advanced-Petrochemical-Company-Riyadh-Saudi-Arabia,Full Time,Advanced Petrochemical Company -,"Riyadh, Saudi Arabia "
ICT Intern,https://wuzzuf.net/jobs/p/g/ZirP8vK1ykoo-ICT-Intern-World-Food-Program---Other-locations-Dubai-United-Arab-Emirates,Full Time,World Food Program - Other locations -,"Dubai, United Arab Emirates "
Planning Executive,https://wuzzuf.net/jobs/p/g/riBFUBsMZkRq-Planning-Executive-Miral-Experiences-Dubai-United-Arab-Emirates,Full Time,Miral Experiences -,"Dubai, United Arab Emirates "
Staff Accountant (Remote),https://wuzzuf.net/jobs/p/g/Hu35lICAs7QI-Staff-Accountant-Remote-Persistence-Labs-Dubai-United-Arab-Emirates,Full Time,Persistence Labs -,"Dubai, United Arab Emirates "
"Senior Consultant, Project Based",https://wuzzuf.net/jobs/p/g/IdHGzwHY85RU-Senior-Consultant-Project-Based-Palladium-Make-It-Possible-Riyadh-Saudi-Arabia,Freelance / Project,Palladium: Make It Possible -,"Riyadh, Saudi Arabia "
Accountant,https://wuzzuf.net/jobs/p/g/anGSzdepEQ9x-Accountant-Emirates-Hiring-Services-Solutions-Dubai-United-Arab-Emirates,Full Time,Emirates Hiring Services & Solutions -,"Dubai, United Arab Emirates "
Programme Coordinator (P-4),https://wuzzuf.net/jobs/p/g/ZObwKPjyMJPy-Programme-Coordinator-P-4-United-Nations-Cairo-Egypt,Full Time,United Nations -,"Cairo, Egypt "
Senior Accountant,https://wuzzuf.net/jobs/p/g/5KReRdOkLzOk-Senior-Accountant-Apex-Business-Solutions-W-L-L-Doha-Qatar,Full Time,Apex Business Solutions W.L.L. -,"Doha, Qatar "
Accountant,https://wuzzuf.net/jobs/p/g/BnfnDFPh5MKM-Accountant-Mohammad-Al-Habib-Real-Estate-Co-شركة-محمد-الحبيب-العقارية-Riyadh-Saudi-Arabia,Full Time,Mohammad Al Habib Real Estate Co. | شركة محمد الحبيب العقارية -,"Riyadh, Saudi Arabia "
Bookkeeping Manager,https://wuzzuf.net/jobs/p/g/mcZRReCdyjgb-Bookkeeping-Manager-Qoyod---قيود-Riyadh-Saudi-Arabia,Full Time,Qoyod - قيود -,"Riyadh, Saudi Arabia "
Programme Associate,https://wuzzuf.net/jobs/p/g/IliwzD64s56b-Programme-Associate-UNHCR-the-UN-Refugee-Agency-Cairo-Egypt,Full Time,"UNHCR, the UN Refugee Agency -","Cairo, Egypt "
Patient Costing/ Financial Analyst/Consultant,https://wuzzuf.net/jobs/p/g/EFZ9bsaR6ZM6-Patient-Costing-Financial-AnalystConsultant-IQVIA-Inc-Cairo-Egypt,Full Time,IQVIA Inc -,"Cairo, Egypt "
QC Analyst,https://wuzzuf.net/jobs/p/g/CRpi58U7lzO8-QC-Analyst-Jamjoom-Pharma-Cairo-Egypt,Full Time,Jamjoom Pharma -,"Cairo, Egypt "
Accounts Receivable Administrator,https://wuzzuf.net/jobs/p/g/eY4ZE9lfXUHL-Accounts-Receivable-Administrator-Mammoet-Dubai-United-Arab-Emirates,Full Time,Mammoet -,"Dubai, United Arab Emirates "
Direct Response Copywriter,https://wuzzuf.net/jobs/p/g/aJV5Fyw23H2p-Direct-Response-Copywriter-Talent-Disruptors-Cairo-Egypt,Full Time,Talent Disruptors -,"Cairo, Egypt "
FINANCIAL CONTROLLER - VIE CONTRACT,https://wuzzuf.net/jobs/p/g/RRvtRdY3161s-FINANCIAL-CONTROLLER---VIE-CONTRACT-Christian-Dior-Couture-Dubai-United-Arab-Emirates,Full Time,Christian Dior Couture -,"Dubai, United Arab Emirates "
Accountant,https://wuzzuf.net/jobs/p/g/6fM8BEOihaNy-Accountant-Boehringer-Ingelheim-Riyadh-Saudi-Arabia,Full Time,Boehringer Ingelheim -,"Riyadh, Saudi Arabia "
IT Audit Advisor - JV,https://wuzzuf.net/jobs/p/g/cXlRU01GuTko-IT-Audit-Advisor---JV-Apache-Corporation-Cairo-Egypt,Full Time,Apache Corporation -,"Cairo, Egypt "
Workforce Planning & Resource Manager,https://wuzzuf.net/jobs/p/g/mwgQzaLlyOVM-Workforce-Planning-Resource-Manager-Mace-Riyadh-Saudi-Arabia,Full Time,Mace -,"Riyadh, Saudi Arabia "
Regional Tactical Buyer,https://wuzzuf.net/jobs/p/g/oh9lZcOCof7r-Regional-Tactical-Buyer-Thales-e-Security-Inc-Cairo-Egypt,Full Time,"Thales e-Security, Inc. -","Cairo, Egypt "
Deputy Head of Elementary - Fixed Term Contract - Immediate Start,https://wuzzuf.net/jobs/p/g/3TsRMZnmAJ5I-Deputy-Head-of-Elementary---Fixed-Term-Contract---Immediate-Start-Bloom-Education-Dubai-United-Arab-Emirates,Freelance / Project,Bloom Education -,"Dubai, United Arab Emirates "
Junior Commercial Planner - Sales Support,https://wuzzuf.net/jobs/p/g/LAfUFYoAGiqd-Junior-Commercial-Planner---Sales-Support-Al-Ahram-Beverages-Company-Cairo-Egypt,Full Time,Al Ahram Beverages Company -,"Cairo, Egypt "
Business Analyst,https://wuzzuf.net/jobs/p/g/fTeJrGREaCgf-Business-Analyst-Maids-cc-Cairo-Egypt,Full Time,Maids.cc -,"Cairo, Egypt "
Financial Analyst,https://wuzzuf.net/jobs/p/g/iTErrn60uUpf-Financial-Analyst-Lifera-Riyadh-Saudi-Arabia,Full Time,Lifera -,"Riyadh, Saudi Arabia "
Costing Accountant - Temporary Contract,https://wuzzuf.net/jobs/p/g/u5JrbIbDpi4p-Costing-Accountant---Temporary-Contract-Lifera-Riyadh-Saudi-Arabia,Freelance / Project,Lifera -,"Riyadh, Saudi Arabia "
Cost Controller,https://wuzzuf.net/jobs/p/g/13Z9kavucQ5o-Cost-Controller-Accor--North-Central-America-Riyadh-Saudi-Arabia,Full Time,Accor- North & Central America -,"Riyadh, Saudi Arabia "
Account Manager,https://wuzzuf.net/jobs/p/g/EFbkkz2SBVAT-Account-Manager-Qatar-Airways-Riyadh-Saudi-Arabia,Full Time,Qatar Airways -,"Riyadh, Saudi Arabia "
Principal Financial Product Manager,https://wuzzuf.net/jobs/p/g/mhSgeP6NDqWt-Principal-Financial-Product-Manager-Bybit-Dubai-United-Arab-Emirates,Freelance / Project,Bybit -,"Dubai, United Arab Emirates "
Product Analyst - Repayments,https://wuzzuf.net/jobs/p/g/z6u0shBWRzq8-Product-Analyst---Repayments-M-KOPA-Cairo-Egypt,Full Time,M-KOPA -,"Cairo, Egypt "
"Office & Operations Manager, KSA",https://wuzzuf.net/jobs/p/g/qrJc4yEVSKVT-Office-Operations-Manager-KSA-Lean-Technologies-Riyadh-Saudi-Arabia,Full Time,Lean Technologies -,"Riyadh, Saudi Arabia "
Quant Developer - Back End,https://wuzzuf.net/jobs/p/g/roRfeIdzJco5-Quant-Developer---Back-End-Mark-Williams-Recruitment-Dubai-United-Arab-Emirates,Full Time,Mark Williams Recruitment -,"Dubai, United Arab Emirates "
Valuer - Hospitality & Tourism,https://wuzzuf.net/jobs/p/g/dp8eiU0U4fqv-Valuer---Hospitality-Tourism-CBRE-Asia-Pacific-Dubai-United-Arab-Emirates,Full Time,CBRE Asia Pacific -,"Dubai, United Arab Emirates "
Accounts Payable Specialist,https://wuzzuf.net/jobs/p/g/4cIQlRfu9AjH-Accounts-Payable-Specialist-Encore-Dubai-United-Arab-Emirates,Full Time,Encore -,"Dubai, United Arab Emirates "
Digital Analyst,https://wuzzuf.net/jobs/p/g/Eez6tuZOwzIj-Digital-Analyst-Acquisit-Dubai-United-Arab-Emirates,Full Time,Acquisit -,"Dubai, United Arab Emirates "
Cost Controller,https://wuzzuf.net/jobs/p/g/D81VR4MXKwOk-Cost-Controller-Accor-Riyadh-Saudi-Arabia,Full Time,Accor -,"Riyadh, Saudi Arabia "
Head of Accounts Payable & General Ledger Accountant,https://wuzzuf.net/jobs/p/g/ygR6O8z9gZ0J-Head-of-Accounts-Payable-General-Ledger-Accountant-Rashideen-Egypt-for-Trade-Company-Cairo-Egypt,Full Time,Rashideen Egypt for Trade Company -,"Cairo, Egypt "
District Representative I,https://wuzzuf.net/jobs/p/g/x24qNp8jY5SZ-District-Representative-I-Nalco-Water-An-Ecolab-Company-Cairo-Egypt,Full Time,"Nalco Water, An Ecolab Company -","Cairo, Egypt "
Finance Manager,https://wuzzuf.net/jobs/p/g/zTCjZ1GPNl4T-Finance-Manager-Affiniax-Partners-Dubai-United-Arab-Emirates,Full Time,Affiniax Partners -,"Dubai, United Arab Emirates "
Director of Finance,https://wuzzuf.net/jobs/p/g/IpA2tzeYqeS6-Director-of-Finance-Ennismore-Ras-al-Khaimah-United-Arab-Emirates,Full Time,Ennismore -,"Ras al-Khaimah, United Arab Emirates "
Senior Accountant,https://wuzzuf.net/jobs/p/g/oxxG366O7A7A-Senior-Accountant-Stella-Stays-Dubai-United-Arab-Emirates,Full Time,Stella Stays -,"Dubai, United Arab Emirates "
Revenue Analyst,https://wuzzuf.net/jobs/p/g/iX5kRCTOhibj-Revenue-Analyst-Accor-Dubai-United-Arab-Emirates,Full Time,Accor -,"Dubai, United Arab Emirates "
Digital Marketing Strategy Analyst,https://wuzzuf.net/jobs/p/g/ZJPkWsKOScRZ-Digital-Marketing-Strategy-Analyst-Accenture-Middle-East-Dubai-United-Arab-Emirates,Full Time,Accenture Middle East -,"Dubai, United Arab Emirates "
Demand Planner,https://wuzzuf.net/jobs/p/g/dUHNcvuuqfVR-Demand-Planner-Guardian-Industries-Cairo-Egypt,Full Time,Guardian Industries -,"Cairo, Egypt "
Accounting Manager,https://wuzzuf.net/jobs/p/g/HYh2hr98LBGz-Accounting-Manager-ASTUDIO-Dubai-United-Arab-Emirates,Full Time,ASTUDIO -,"Dubai, United Arab Emirates "
ASC - Digital Strategist,https://wuzzuf.net/jobs/p/g/zve3lsSblb1h-ASC---Digital-Strategist-WhiteCrow-Research-Riyadh-Saudi-Arabia,Full Time,WhiteCrow Research -,"Riyadh, Saudi Arabia "
Internal Communications Manager,https://wuzzuf.net/jobs/p/g/1O2NurMSFamp-Internal-Communications-Manager-IFZA-Dubai-United-Arab-Emirates,Full Time,IFZA -,"Dubai, United Arab Emirates "
Account Manager (Food Ingredients),https://wuzzuf.net/jobs/p/g/gfqBG2Gd1XFD-Account-Manager-Food-Ingredients-IFF-Riyadh-Saudi-Arabia,Full Time,IFF -,"Riyadh, Saudi Arabia "
SAP ABAP Consulttant,https://wuzzuf.net/jobs/p/g/pn4X3iZScn7h-SAP-ABAP-Consulttant-InfoVision-Inc-Dubai-United-Arab-Emirates,Full Time,InfoVision Inc. -,"Dubai, United Arab Emirates "
SAP ABAP Lead,https://wuzzuf.net/jobs/p/g/R344zwoKwb3m-SAP-ABAP-Lead-InfoVision-Inc-Dubai-United-Arab-Emirates,Full Time,InfoVision Inc. -,"Dubai, United Arab Emirates "
Technical Owner,https://wuzzuf.net/jobs/p/g/T3EUqgUTgAle-Technical-Owner-Accenture-Middle-East-Doha-Qatar,Full Time,Accenture Middle East -,"Doha, Qatar "
Accountant,https://wuzzuf.net/jobs/p/g/GcZE4lwzJ6I3-Accountant-Watts-Water-Technologies-Dubai-United-Arab-Emirates,Full Time,Watts Water Technologies -,"Dubai, United Arab Emirates "
Business Analyst,https://wuzzuf.net/jobs/p/g/W2h58kdlTrj4-Business-Analyst-Envision-Employment-Solutions-Cairo-Egypt,Full Time,Envision Employment Solutions -,"Cairo, Egypt "
"Manager, Performance Analytics",https://wuzzuf.net/jobs/p/g/Rvx1GtW81ijH-Manager-Performance-Analytics-Kerzner-International-Dubai-United-Arab-Emirates,Full Time,Kerzner International -,"Dubai, United Arab Emirates "
Accountant,https://wuzzuf.net/jobs/p/g/a08auhdL7Q3k-Accountant-VML-Riyadh-Saudi-Arabia,Full Time,VML -,"Riyadh, Saudi Arabia "
Accounts Payable - Process Associate - Arabic - On site Cairo,https://wuzzuf.net/jobs/p/g/PnXOlG40O2hh-Accounts-Payable---Process-Associate---Arabic---On-site-Cairo-Genpact-Cairo-Egypt,Full Time,Genpact -,"Cairo, Egypt "
Head of Finance KSA,https://wuzzuf.net/jobs/p/g/jwgqM1xDpVZe-Head-of-Finance-KSA-Johnson-Johnson-Riyadh-Saudi-Arabia,Full Time,Johnson & Johnson -,"Riyadh, Saudi Arabia "
Director of Finance,https://wuzzuf.net/jobs/p/g/madkQmCDOeOX-Director-of-Finance-Private-sector-Cairo-Egypt,Full Time,Private sector -,"Cairo, Egypt "
Finance Manager | UAE,https://wuzzuf.net/jobs/p/g/KRbvOeZoLXhh-Finance-Manager-UAE-Taptap-Send-Dubai-United-Arab-Emirates,Full Time,Taptap Send -,"Dubai, United Arab Emirates "
United Arab Emirates Payment Control Management Lead – Executive Director,https://wuzzuf.net/jobs/p/g/UtH6GfTjpEy1-United-Arab-Emirates-Payment-Control-Management-Lead-–-Executive-Director-JPMorgan-Chase-Co-Dubai-United-Arab-Emirates,Full Time,JPMorgan Chase & Co. -,"Dubai, United Arab Emirates "
Business Relationship Support Specialist,https://wuzzuf.net/jobs/p/g/AaEjonrddxOm-Business-Relationship-Support-Specialist-Wells-Fargo-Dubai-United-Arab-Emirates,Full Time,Wells Fargo -,"Dubai, United Arab Emirates "
Technical Administrator,https://wuzzuf.net/jobs/p/g/SVjKWaRQTLHj-Technical-Administrator-Snow-Panda-Recruiting-Dubai-United-Arab-Emirates,Full Time,Snow Panda Recruiting -,"Dubai, United Arab Emirates "
SAP ABAP Developer,https://wuzzuf.net/jobs/p/g/X2vXbe5r27Rw-SAP-ABAP-Developer-Energean-Cairo-Egypt,Full Time,Energean -,"Cairo, Egypt "
Enterprise Architect,https://wuzzuf.net/jobs/p/g/mzuutV1AGGUB-Enterprise-Architect-Orange---Other-locations-Cairo-Egypt,Full Time,Orange - Other locations -,"Cairo, Egypt "
IT PROCESS DESIGN & GOVERNANCE CONSULTANT,https://wuzzuf.net/jobs/p/g/Zp6K7CBzSkT3-IT-PROCESS-DESIGN-GOVERNANCE-CONSULTANT-JODAYN-Riyadh-Saudi-Arabia,Full Time,JODAYN -,"Riyadh, Saudi Arabia "
Customer Experience Lead Expert,https://wuzzuf.net/jobs/p/g/38WQ4n2wW82c-Customer-Experience-Lead-Expert-Zakat-Tax-and-Customs-Authority-Riyadh-Saudi-Arabia,Full Time,"Zakat, Tax and Customs Authority -","Riyadh, Saudi Arabia "
Assistant Professor - Chemistry,https://wuzzuf.net/jobs/p/g/oo3s1sgj6Qai-Assistant-Professor---Chemistry-University-of-Doha-for-Science-Technology-Doha-Qatar,Full Time,University of Doha for Science & Technology -,"Doha, Qatar "
Command Center Engineer (Specialized in GPS),https://wuzzuf.net/jobs/p/g/M5PRNNVDf7sm-Command-Center-Engineer-Specialized-in-GPS-Al-Dawaa-Medical-Services-Co-Ltd-Riyadh-Saudi-Arabia,Full Time,Al-Dawaa Medical Services Co. Ltd -,"Riyadh, Saudi Arabia "
(Fiat)Product Manager,https://wuzzuf.net/jobs/p/g/zhUZpb4BKJwW-FiatProduct-Manager-Bybit-Dubai-United-Arab-Emirates,Full Time,Bybit -,"Dubai, United Arab Emirates "
Business Support Specialist,https://wuzzuf.net/jobs/p/PJn2pI6SViON-Business-Support-Specialist-Al-Ahly-Momkn-for-e-payment-Cairo-Egypt,Full TimeOn-site,Al Ahly Momkn for e-payment -,"Maadi, Cairo, Egypt "
Showrooms specialist,https://wuzzuf.net/jobs/p/sE36d4fxVPuw-Showrooms-specialist-Lecico-Egypt-Alexandria-Egypt,Full TimeOn-site,Lecico Egypt -,"Alexandria, Egypt "
